www.wikidata.org,18453
sr.wikipedia.org,64143
sk.wikipedia.org,65877
ka.m.wikipedia.org,72068
uz.m.wikipedia.org,67389
hr.wikipedia.org,60920
lt.m.wikipedia.org,73506
simple.wikipedia.org,45911
es.m.wiktionary.org,25802
mr.m.wikipedia.org,58518
id.wikibooks.org,186
hy.m.wikipedia.org,57096
de.m.wiktionary.org,26400
de.wiktionary.org,19997
sh.m.wikipedia.org,56335
nl.wikibooks.org,294
pl.m.wiktionary.org,23889
sq.m.wikipedia.org,46747
lt.wikipedia.org,39825
te.m.wikipedia.org,40685
arz.m.wikipedia.org,45486
ml.m.wikipedia.org,40854
sl.m.wikipedia.org,48613
fr.wikibooks.org,2113
tl.m.wikipedia.org,36007
et.wikipedia.org,32747
sl.wikipedia.org,29911
it.wikibooks.org,352
ms.wikipedia.org,26750
pl.wiktionary.org,17300
el.wiktionary.org,27746
et.m.wikipedia.org,42903
sh.wikipedia.org,21387
foundation.wikimedia.org,14490
zh-yue.m.wikipedia.org,39551
de.wikibooks.org,4179
pl.wikibooks.org,901
meta.wikimedia.org,5680
bs.m.wikipedia.org,37691
ka.wikipedia.org,25577
es.wiktionary.org,10783
es.wikibooks.org,953
zh-yue.wikipedia.org,25687
pt.wikibooks.org,484
fi.wikibooks.org,168
eu.wikipedia.org,12867
tl.wikipedia.org,17918
lv.wikipedia.org,18114
kn.m.wikipedia.org,25983
ca.wikibooks.org,50
ur.m.wikipedia.org,23962
az.wikipedia.org,17002
eu.wikibooks.org,9
gl.wikipedia.org,6173
id.m.wiktionary.org,4783
bs.wikipedia.org,13086
lv.m.wikipedia.org,24391
mk.m.wikipedia.org,22191
zh.wikibooks.org,125
ky.m.wikipedia.org,23733
gl.wikibooks.org,23
hy.wikipedia.org,12940
ast.wikipedia.org,9812
sq.wikibooks.org,32
sq.wikipedia.org,8632
en.m.wikibooks.org,7758
mk.wikipedia.org,9010
en.wikiquote.org,3959
kk.wikipedia.org,16693
af.wikipedia.org,3171
uz.wikipedia.org,7512
www.mediawiki.org,5904
hr.wikibooks.org,26
km.m.wikipedia.org,13757
vi.m.wiktionary.org,4884
ja.wikibooks.org,2068
nn.wikipedia.org,5159
la.wikipedia.org,2349
hi.wikipedia.org,14706
eo.wikipedia.org,2147
arz.wikipedia.org,7579
meta.m.wikimedia.org,8010
ru.m.wikisource.org,10820
sw.m.wikipedia.org,12787
en.wikisource.org,5790
ja.wiktionary.org,6637
ta.wikipedia.org,10969
zh.m.wiktionary.org,5395
is.wikipedia.org,5345
sv.wikibooks.org,61
bn.wikipedia.org,13468
la.wikibooks.org,10
vi.wiktionary.org,5327
nl.wiktionary.org,3868
it.m.wiktionary.org,5302
gu.m.wikipedia.org,13184
fi.wiktionary.org,5252
br.wikipedia.org,646
be.wikipedia.org,4642
oc.wikipedia.org,592
als.wikipedia.org,1785
mn.m.wikipedia.org,11527
sco.wikipedia.org,1969
da.wikibooks.org,22
ast.m.wikipedia.org,12838
incubator.wikimedia.org,315
sv.wiktionary.org,3629
it.wiktionary.org,3335
cy.wikipedia.org,1042
si.m.wikipedia.org,10813
en.m.wikisource.org,9908
fi.m.wiktionary.org,6676
sw.wikipedia.org,1519
fy.wikipedia.org,537
ru.m.wikiquote.org,6040
et.wikibooks.org,10
lb.wikipedia.org,907
pt.wiktionary.org,3889
war.wikipedia.org,758
ko.wiktionary.org,2596
lmo.wikipedia.org,822
en.wikivoyage.org,2624
ja.m.wiktionary.org,4918
zh-min-nan.wikipedia.org,719
ceb.wikipedia.org,1382
ilo.wikipedia.org,399
nds.wikipedia.org,1110
hif.wikipedia.org,328
bcl.wikipedia.org,1398
bar.wikipedia.org,1589
li.wikipedia.org,660
zh.wiktionary.org,1559
io.wikipedia.org,452
cs.wiktionary.org,3912
be-tarask.wikipedia.org,1518
af.m.wikipedia.org,9589
ia.wikipedia.org,605
diq.wikipedia.org,441
nl.m.wiktionary.org,4545
jv.wikipedia.org,847
en.wikiversity.org,2088
vec.wikipedia.org,544
ky.wikipedia.org,1763
ga.wikipedia.org,662
su.wikipedia.org,423
scn.wikipedia.org,644
he.m.wikisource.org,7555
my.m.wikipedia.org,7522
yo.wikipedia.org,257
pt.m.wiktionary.org,4622
cs.wikibooks.org,43
frr.wikipedia.org,347
tk.wikipedia.org,487
bjn.wikipedia.org,506
fo.wikipedia.org,445
simple.wikibooks.org,5
en.m.wikiquote.org,4841
nso.wikipedia.org,136
ta.m.wiktionary.org,4438
hsb.wikipedia.org,337
te.wikipedia.org,4035
fiu-vro.wikipedia.org,315
bg.m.wiktionary.org,4536
tr.wikibooks.org,148
ru.wikibooks.org,1869
ku.wikipedia.org,578
zh.m.wikisource.org,5659
cv.wikipedia.org,600
gd.wikipedia.org,240
ban.wikipedia.org,313
fr.m.wikisource.org,5567
fr.wikisource.org,4212
hu.wikibooks.org,238
nds-nl.wikipedia.org,992
smn.wikipedia.org,179
avk.wikipedia.org,101
xmf.wikipedia.org,511
mg.wikipedia.org,412
vls.wikipedia.org,537
tt.wikipedia.org,1239
lt.wikibooks.org,28
cs.m.wiktionary.org,4441
eml.wikipedia.org,400
gv.wikipedia.org,162
se.wikipedia.org,321
de.m.wikibooks.org,5481
map-bms.wikipedia.org,202
kab.wikipedia.org,231
crh.wikipedia.org,285
qu.wikipedia.org,281
tpi.wikipedia.org,91
ur.wikipedia.org,3109
sah.wikipedia.org,489
ru.wikisource.org,2988
it.m.wikisource.org,4715
wuu.wikipedia.org,1022
lij.wikipedia.org,345
vo.wikipedia.org,216
it.m.wikiquote.org,4991
gl.m.wikipedia.org,8144
hy.m.wiktionary.org,6435
tg.wikipedia.org,1059
no.wikibooks.org,21
ckb.wikipedia.org,850
ja.m.wikibooks.org,3007
hak.wikipedia.org,222
he.wikibooks.org,415
tr.m.wiktionary.org,1943
pam.wikipedia.org,277
min.wikipedia.org,1399
olo.wikipedia.org,139
nah.wikipedia.org,182
ia.wikibooks.org,7
kw.wikipedia.org,156
zea.wikipedia.org,198
es.m.wikisource.org,3873
ml.wikipedia.org,3828
nrm.wikipedia.org,152
an.wikipedia.org,1094
sv.m.wiktionary.org,3680
gag.wikipedia.org,236
pnb.wikipedia.org,497
ce.wikipedia.org,806
it.wikiquote.org,1748
stq.wikipedia.org,163
ca.wiktionary.org,1318
krc.wikipedia.org,158
ru.wikiquote.org,2252
hu.wiktionary.org,944
nn.m.wikipedia.org,5977
pag.wikipedia.org,113
wa.wikipedia.org,388
tr.wiktionary.org,952
nap.wikipedia.org,415
ie.wikipedia.org,172
nov.wikipedia.org,74
eu.m.wikipedia.org,5660
id.wiktionary.org,1175
ro.wiktionary.org,870
xal.wikipedia.org,120
ht.wikipedia.org,287
eo.wikibooks.org,11
en.m.wikivoyage.org,3362
m.mediawiki.org,7163
pap.wikipedia.org,173
species.wikimedia.org,1394
sc.wikipedia.org,382
he.m.wiktionary.org,2614
szl.wikipedia.org,656
frp.wikipedia.org,229
id.m.wikisource.org,1076
fur.wikipedia.org,88
vep.wikipedia.org,238
th.m.wiktionary.org,1829
mn.wikipedia.org,4651
be.m.wikipedia.org,5333
ext.wikipedia.org,268
as.m.wikipedia.org,5619
gor.wikipedia.org,826
lfn.wikipedia.org,164
ha.wikipedia.org,266
ru.m.wikinews.org,2649
za.wikipedia.org,110
na.wikipedia.org,72
shn.wikipedia.org,103
en.m.wikiversity.org,2249
ksh.wikipedia.org,174
is.wikibooks.org,33
sr.m.wiktionary.org,2309
it.wikisource.org,2560
sn.wikipedia.org,207
io.wiktionary.org,53
bh.m.wikipedia.org,4386
ru.wikinews.org,483
ko.m.wiktionary.org,2284
simple.wiktionary.org,924
is.m.wikipedia.org,4365
dsb.wikipedia.org,174
ms.wikibooks.org,12
li.wikibooks.org,12
gn.wikipedia.org,279
mi.wikipedia.org,119
hy.m.wikisource.org,4530
kl.wikipedia.org,115
de.wikivoyage.org,840
jam.wikipedia.org,88
tr.m.wikiquote.org,1526
uk.m.wiktionary.org,1733
lad.wikipedia.org,146
pih.wikipedia.org,92
ne.m.wikipedia.org,4167
ar.wikisource.org,2134
jbo.wikipedia.org,88
mt.wikipedia.org,289
csb.wikipedia.org,186
de.wikisource.org,1655
m.wikisource.org,2984
tl.wikibooks.org,76
es.wikisource.org,1628
th.wiktionary.org,810
ig.wikipedia.org,141
mr.wikipedia.org,3345
ta.m.wikisource.org,3368
tg.m.wikipedia.org,3426
si.wikipedia.org,1975
ckb.m.wikipedia.org,3618
rw.wikipedia.org,161
pms.wikipedia.org,213
uk.m.wikisource.org,2760
pl.m.wikiquote.org,2827
ro.m.wiktionary.org,1287
rue.wikipedia.org,788
pa.m.wikipedia.org,3159
ang.wikipedia.org,386
yi.wikipedia.org,543
zu.wikipedia.org,145
ceb.m.wikipedia.org,1649
roa-tara.wikipedia.org,96
kg.wikipedia.org,72
bat-smg.wikipedia.org,314
az.wikibooks.org,58
pl.wikiquote.org,1153
pl.m.wikisource.org,2325
kaa.wikipedia.org,109
mhr.wikipedia.org,238
ln.wikipedia.org,105
ro.m.wikisource.org,2336
es.m.wikibooks.org,1401
ts.wikipedia.org,61
bi.wikipedia.org,68
cbk-zam.wikipedia.org,96
zh.wikisource.org,1782
ta.wiktionary.org,414
om.wikipedia.org,95
id.m.wikibooks.org,1179
tet.wikipedia.org,104
de.wikiquote.org,389
sm.wikipedia.org,70
et.wiktionary.org,289
fa.m.wikisource.org,1046
lld.wikipedia.org,93
bg.wiktionary.org,1885
fr.wikiversity.org,900
en.wikinews.org,695
km.m.wiktionary.org,1375
uz.m.wiktionary.org,1464
sk.wikibooks.org,32
cdo.wikipedia.org,230
pa.wikipedia.org,551
wo.wikipedia.org,89
he.wikisource.org,2309
bn.m.wikisource.org,2936
thankyou.wikipedia.org,4638
fa.m.wiktionary.org,893
uk.wikibooks.org,39
de.m.wikivoyage.org,1705
so.m.wikipedia.org,2729
lt.wiktionary.org,390
ka.wikibooks.org,10
species.m.wikimedia.org,1123
it.wikivoyage.org,535
gcr.wikipedia.org,100
no.wiktionary.org,514
ff.wikipedia.org,47
hy.wiktionary.org,1098
ace.wikipedia.org,236
ee.wikipedia.org,54
ku.wiktionary.org,208
bcl.m.wikipedia.org,2828
ru.m.wikibooks.org,1869
hu.m.wiktionary.org,962
szy.wikipedia.org,54
wikisource.org,763
am.m.wikipedia.org,2697
ha.m.wikipedia.org,2351
ar.m.wikiquote.org,776
ca.m.wiktionary.org,1327
hi.m.wiktionary.org,718
simple.m.wiktionary.org,843
ss.wikipedia.org,58
es.m.wikiversity.org,1058
eu.wiktionary.org,34
km.wikipedia.org,2393
min.m.wikipedia.org,2712
jv.m.wikipedia.org,2187
pt.m.wikibooks.org,1069
ay.wikipedia.org,100
so.wikipedia.org,468
srn.wikipedia.org,49
my.wikipedia.org,2055
mr.m.wikisource.org,2262
roa-rup.wikipedia.org,81
kbp.wikipedia.org,95
ki.wikipedia.org,38
co.wikipedia.org,209
gl.wiktionary.org,44
ro.wikibooks.org,40
mg.wikibooks.org,2
eo.wiktionary.org,58
pl.wikisource.org,904
de.m.wikisource.org,1385
pcd.wikipedia.org,322
pdc.wikipedia.org,130
kn.wikipedia.org,1772
rm.wikipedia.org,167
fr.m.wikiversity.org,1053
uk.wiktionary.org,997
es.wikiquote.org,210
sco.m.wikipedia.org,2315
lg.wikipedia.org,55
eo.m.wikipedia.org,1348
als.m.wikipedia.org,2035
sr.wiktionary.org,613
su.m.wikipedia.org,1774
be-tarask.m.wikipedia.org,1602
ja.m.wikisource.org,1688
sl.wikibooks.org,12
sr.m.wikisource.org,1056
es.wikiversity.org,340
mwl.wikipedia.org,121
la.m.wikipedia.org,1421
ab.wikipedia.org,220
da.wiktionary.org,163
tr.m.wikisource.org,636
oc.wikibooks.org,6
he.m.wikiquote.org,1290
mzn.m.wikipedia.org,2171
am.wikipedia.org,731
trv.wikipedia.org,24
bs.wiktionary.org,18
haw.wikipedia.org,96
tk.m.wikipedia.org,1567
fr.m.wikibooks.org,898
ig.m.wikipedia.org,2856
ami.wikipedia.org,36
ml.wiktionary.org,67
ne.wikipedia.org,1351
rmy.wikipedia.org,45
fr.wikivoyage.org,155
sk.wiktionary.org,79
zh.m.wikiversity.org,1653
tr.wikiquote.org,339
my.wiktionary.org,83
bh.wikipedia.org,388
uk.m.wikivoyage.org,997
th.m.wikibooks.org,576
pnb.m.wikipedia.org,986
pt.wikiquote.org,146
mdf.wikipedia.org,98
fy.wikibooks.org,3
he.wiktionary.org,1002
kn.m.wiktionary.org,1252
tum.wikipedia.org,49
azb.m.wikipedia.org,1210
cy.wiktionary.org,22
an.m.wikipedia.org,2019
bm.wikipedia.org,38
ltg.wikipedia.org,79
cy.wikibooks.org,1
tt.m.wikipedia.org,1096
tw.wikipedia.org,71
id.wikisource.org,273
ja.wikisource.org,666
it.m.wikibooks.org,654
sq.wiktionary.org,125
it.m.wikivoyage.org,714
wikitech.wikimedia.org,751
ar.wiktionary.org,262
sv.m.wikisource.org,958
ty.wikipedia.org,46
af.wikibooks.org,6
pl.wikivoyage.org,318
eo.wikiquote.org,87
os.wikipedia.org,369
gor.m.wikipedia.org,1706
om.wiktionary.org,13
it.m.wikiversity.org,504
az.wiktionary.org,69
fr.wikiquote.org,269
ba.wikipedia.org,698
pl.m.wikivoyage.org,536
fj.wikipedia.org,51
mad.wikipedia.org,62
sh.m.wiktionary.org,801
oc.wiktionary.org,40
hr.wiktionary.org,240
hi.m.wikibooks.org,720
li.wiktionary.org,24
cy.m.wikipedia.org,845
ml.m.wiktionary.org,543
pt.m.wikisource.org,1022
azb.wikipedia.org,601
tay.wikipedia.org,29
ru.m.wikivoyage.org,575
et.wikiquote.org,84
zh-min-nan.m.wikipedia.org,596
mg.wiktionary.org,35
az.m.wikisource.org,762
zh.m.wikiquote.org,625
fa.wiktionary.org,182
oc.m.wikipedia.org,250
bar.m.wikipedia.org,1526
kn.wiktionary.org,52
sh.wiktionary.org,445
is.wiktionary.org,139
war.m.wikipedia.org,679
xh.wikipedia.org,73
it.wikiversity.org,238
ar.m.wiktionary.org,448
cv.m.wikipedia.org,1029
af.wiktionary.org,128
uz.wiktionary.org,195
sk.wikiquote.org,45
lt.m.wiktionary.org,490
ka.wiktionary.org,177
ku.m.wikipedia.org,837
cs.wikiquote.org,117
shi.wikipedia.org,48
uk.m.wikiquote.org,836
ch.wikipedia.org,46
lb.m.wikipedia.org,652
pl.m.wikibooks.org,562
or.m.wikipedia.org,1216
su.wikibooks.org,2
fi.wikiquote.org,104
wuu.m.wikipedia.org,789
ny.wikipedia.org,63
dag.wikipedia.org,51
pt.m.wikiversity.org,833
av.wikipedia.org,198
id.m.wikiquote.org,153
te.m.wikisource.org,858
th.m.wikisource.org,564
vi.wikibooks.org,178
nds.m.wikipedia.org,741
fy.m.wikipedia.org,503
de.m.wikiquote.org,684
de.wikiversity.org,471
th.wikibooks.org,124
ru.m.wikiversity.org,427
ban.m.wikipedia.org,1193
la.wiktionary.org,59
tr.m.wikibooks.org,376
te.wiktionary.org,30
ur.wiktionary.org,28
no.m.wiktionary.org,480
scn.m.wikipedia.org,737
zh.m.wikibooks.org,470
co.wikibooks.org,1
bug.wikipedia.org,57
pt.wikiversity.org,145
sq.m.wiktionary.org,452
es.m.wikivoyage.org,629
mzn.wikipedia.org,325
ko.wikibooks.org,44
tl.wiktionary.org,156
en.m.wikinews.org,1043
br.wiktionary.org,37
es.wikivoyage.org,114
ce.m.wikipedia.org,744
ru.wikivoyage.org,389
ast.wiktionary.org,18
lt.wikiquote.org,46
fr.m.wikiquote.org,457
hif.m.wikipedia.org,888
pfl.wikipedia.org,160
sah.m.wikipedia.org,798
ml.m.wikisource.org,564
de.wikinews.org,60
ast.wikibooks.org,3
jv.m.wiktionary.org,212
ko.wikisource.org,232
co.wiktionary.org,15
mg.m.wikipedia.org,499
rue.m.wikipedia.org,1101
te.m.wiktionary.org,374
tg.wiktionary.org,20
el.m.wikisource.org,667
br.m.wikipedia.org,563
lo.wiktionary.org,18
gn.m.wikipedia.org,789
km.wiktionary.org,224
ang.wikibooks.org,2
incubator.m.wikimedia.org,268
gu.wikipedia.org,654
bn.wiktionary.org,64
fr.wikinews.org,102
ht.m.wikipedia.org,563
nl.m.wikibooks.org,371
hr.m.wiktionary.org,331
vls.m.wikipedia.org,486
vi.m.wikisource.org,453
mn.m.wiktionary.org,459
nl.wikivoyage.org,45
st.wikipedia.org,53
hy.wikibooks.org,13
ia.m.wikipedia.org,433
ar.m.wikiversity.org,389
uk.wikisource.org,353
as.wikipedia.org,416
pt.wikisource.org,179
ps.m.wikipedia.org,663
ro.wikisource.org,342
ca.wikiquote.org,47
ba.m.wikipedia.org,736
os.m.wikipedia.org,197
foundation.m.wikimedia.org,66
ja.m.wikinews.org,498
af.m.wiktionary.org,488
bjn.m.wikipedia.org,819
es.m.wikiquote.org,593
el.wikibooks.org,27
nds-nl.m.wikipedia.org,871
hr.wikiquote.org,25
he.m.wikibooks.org,356
tn.wikipedia.org,51
bs.wikibooks.org,5
aa.wikibooks.org,1
lv.wiktionary.org,50
or.wikipedia.org,315
zh.m.wikivoyage.org,236
chy.wikipedia.org,37
ar.m.wikibooks.org,378
hr.m.wikisource.org,738
ms.m.wiktionary.org,365
ka.m.wiktionary.org,252
bn.m.wiktionary.org,188
sw.wiktionary.org,26
sl.wiktionary.org,68
zh-classical.wikipedia.org,562
na.wikibooks.org,0
xmf.m.wikipedia.org,562
sq.m.wikibooks.org,236
bs.wikiquote.org,36
sv.wikiquote.org,38
as.m.wikisource.org,503
el.wikisource.org,398
ga.m.wikipedia.org,384
hu.m.wikibooks.org,334
wa.wiktionary.org,17
fr.m.wikivoyage.org,355
lmo.m.wikipedia.org,622
he.wikiquote.org,280
sd.wikipedia.org,319
ik.wikipedia.org,50
ps.wikipedia.org,363
ko.m.wikisource.org,527
ru.wikiversity.org,200
el.m.wikivoyage.org,242
sn.m.wikipedia.org,608
sg.wiktionary.org,11
rn.wikipedia.org,23
hu.wikiquote.org,68
ky.wiktionary.org,21
ie.wikibooks.org,3
hi.wiktionary.org,116
nl.wikiquote.org,35
hy.wikisource.org,446
kn.m.wikisource.org,340
cs.m.wikiquote.org,299
fa.m.wikiquote.org,337
diq.m.wikipedia.org,459
ve.wikipedia.org,26
ms.wiktionary.org,99
bg.m.wikiquote.org,271
lo.wikipedia.org,254
map-bms.m.wikipedia.org,657
fa.m.wikibooks.org,168
vec.wiktionary.org,10
pt.wikinews.org,48
pt.wikivoyage.org,58
sl.wikiquote.org,25
bo.m.wikipedia.org,588
uz.wikibooks.org,0
om.m.wikipedia.org,509
he.m.wikivoyage.org,219
kk.wiktionary.org,18
lo.m.wikipedia.org,489
